pathogen_cat,vaccine_coverage_cat,state,mean,p025,p975
Rubella,5% lower,WI,3.9294999999999995,0,12
Rubella,5% lower,WV,1.3384999999999991,0,7
Rubella,5% lower,WY,0.4700000000000006,0,4
Rubella,Current levels,AK,0.4739999999999998,0,3
Rubella,Current levels,AL,2.651000000000003,0,8
Rubella,Current levels,AR,1.7900000000000005,0,6
Rubella,Current levels,AZ,4.5465,0,12
Rubella,Current levels,CA,22.861499999999996,11,37
Rubella,Current levels,CO,3.542999999999996,0,11
Rubella,Current levels,CT,1.6985,0,6
Rubella,Current levels,DC,0.38499999999999984,0,3
Rubella,Current levels,DE,0.5505000000000003,0,3
Rubella,Current levels,FL,11.824000000000002,4,22
Rubella,Current levels,GA,6.326000000000002,1,15
Rubella,Current levels,HI,0.757,0,4
Rubella,Current levels,IA,1.7713999999999994,0,6
Rubella,Current levels,ID,1.1560000000000001,0,5
Rubella,Current levels,IL,7.1671,2,16
Rubella,Current levels,IN,4.163000000000001,0,11
Rubella,Current levels,KS,1.7425000000000002,0,7
Rubella,Current levels,KY,2.674499999999999,0,8
Rubella,Current levels,LA,2.7534999999999985,0,8
Rubella,Current levels,MA,3.2335,0,8
Rubella,Current levels,MD,3.086999999999999,0,9
Rubella,Current levels,ME,0.7264999999999995,0,4
Rubella,Current levels,MI,5.604000000000001,1,13
Rubella,Current levels,MN,3.098499999999999,0,8
Rubella,Current levels,MO,3.5550000000000006,0,10
Rubella,Current levels,MS,1.7900000000000007,0,7
Rubella,Current levels,MT,0.7175,0,4
Rubella,Current levels,NC,5.214000000000001,1,12
Rubella,Current levels,ND,0.4665000000000001,0,3
Rubella,Current levels,NE,1.0780000000000003,0,4
Rubella,Current levels,NH,0.6845000000000001,0,3
Rubella,Current levels,NJ,5.109000000000003,1,12.024999999999864
Rubella,Current levels,NM,1.272,0,6
Rubella,Current levels,NV,1.9390000000000007,0,7
Rubella,Current levels,NY,10.833999999999998,4,21
Rubella,Current levels,OH,6.9515,1,16
Rubella,Current levels,OK,2.3795,0,8
Rubella,Current levels,OR,2.5714999999999995,0,8
Rubella,Current levels,PA,7.044999999999999,2,15
Rubella,Current levels,RI,0.5079999999999999,0,3
Rubella,Current levels,SC,3.0730000000000017,0,9
Rubella,Current levels,SD,0.5344999999999998,0,3
Rubella,Current levels,TN,3.7195000000000014,0,10
Rubella,Current levels,TX,17.7445,8,31
Rubella,Current levels,UT,2.0640000000000005,0,8
Rubella,Current levels,VA,4.9625,1,12
Rubella,Current levels,VT,0.31399999999999995,0,2
Rubella,Current levels,WA,4.489,0,11
Rubella,Current levels,WI,3.199000000000001,0,9
Rubella,Current levels,WV,1.122,0,5
Rubella,Current levels,WY,0.3505000000000001,0,3
Rubella,5% higher,AK,0.41650000000000026,0,3
Rubella,5% higher,AL,2.122,0,6
Rubella,5% higher,AR,1.4945000000000002,0,6
Rubella,5% higher,AZ,3.8825,0,11
Rubella,5% higher,CA,19.5315,9,32
Rubella,5% higher,CO,2.9744999999999995,0,9
Rubella,5% higher,CT,1.4324999999999997,0,5
Rubella,5% higher,DC,0.371,0,2
Rubella,5% higher,DE,0.43250000000000016,0,3
Rubella,5% higher,FL,10.2075,4,19
Rubella,5% higher,GA,5.0200000000000005,1,11
Rubella,5% higher,HI,0.7195,0,4
Rubella,5% higher,IA,1.4249999999999998,0,5
Rubella,5% higher,ID,0.9860000000000002,0,5
Rubella,5% higher,IL,6.027999999999999,1,13
Rubella,5% higher,IN,3.449999999999999,0,9
Rubella,5% higher,KS,1.4914999999999998,0,5
Rubella,5% higher,KY,2.1759999999999993,0,7
Rubella,5% higher,LA,2.2255000000000016,0,7
Rubella,5% higher,MA,2.6780000000000013,0,7
Rubella,5% higher,MD,2.5825,0,7
Rubella,5% higher,ME,0.6080000000000004,0,3
Rubella,5% higher,MI,5.0015,1,11
Rubella,5% higher,MN,2.5915000000000012,0,7
Rubella,5% higher,MO,3.082500000000001,0,9
Rubella,5% higher,MS,1.5074999999999998,0,5
Rubella,5% higher,MT,0.6235,0,4
Rubella,5% higher,NC,4.453500000000001,1,10
Rubella,5% higher,ND,0.3700000000000001,0,2.0249999999998636
Rubella,5% higher,NE,0.8815000000000004,0,4
Rubella,5% higher,NH,0.6184999999999997,0,3
Rubella,5% higher,NJ,4.2449999999999974,0,10
Rubella,5% higher,NM,1.0614999999999999,0,4
Rubella,5% higher,NV,1.7314999999999998,0,6.024999999999864
Rubella,5% higher,NY,8.976,3,17
Rubella,5% higher,OH,5.796,1,13
Rubella,5% higher,OK,1.9919999999999995,0,7
Rubella,5% higher,OR,2.216,0,7
Rubella,5% higher,PA,6.0455,1,13
Rubella,5% higher,RI,0.4734999999999998,0,3
Rubella,5% higher,SC,2.5929999999999995,0,8
Rubella,5% higher,SD,0.4225000000000003,0,3
Rubella,5% higher,TN,3.184,0,8
Rubella,5% higher,TX,15.145999999999995,6,27
Rubella,5% higher,UT,1.6014999999999995,0,6
Rubella,5% higher,VA,4.169500000000001,0,10
Rubella,5% higher,VT,0.29549999999999976,0,2
Rubella,5% higher,WA,3.8185,0,10
Rubella,5% higher,WI,2.7215000000000007,0,8
Rubella,5% higher,WV,0.9245000000000003,0,4
Rubella,5% higher,WY,0.3225000000000002,0,2
Rubella,10% higher,AK,0.37649999999999995,0,3
Rubella,10% higher,AL,1.9764999999999988,0,6
Rubella,10% higher,AR,1.2975,0,5
Rubella,10% higher,AZ,3.2624999999999997,0,9
Rubella,10% higher,CA,16.845,8,28
Rubella,10% higher,CO,2.614499999999999,0,8
Rubella,10% higher,CT,1.4575,0,5
Rubella,10% higher,DC,0.3020000000000002,0,2
Rubella,10% higher,DE,0.4264999999999996,0,2
Rubella,10% higher,FL,8.958999999999998,3,17
Rubella,10% higher,GA,4.44,1,10
Rubella,10% higher,HI,0.6004999999999999,0,3
Rubella,10% higher,IA,1.3349999999999993,0,5
Rubella,10% higher,ID,0.7960000000000004,0,4
Rubella,10% higher,IL,5.402999999999999,1,12
Rubella,10% higher,IN,2.88,0,8
Rubella,10% higher,KS,1.2544999999999997,0,5
Rubella,10% higher,KY,1.8805000000000003,0,6
Rubella,10% higher,LA,1.914500000000001,0,6
Rubella,10% higher,MA,2.7215000000000007,0,7
Rubella,10% higher,MD,2.433500000000001,0,7
Rubella,10% higher,ME,0.5729999999999997,0,3
Rubella,10% higher,MI,4.194499999999996,0,10
Rubella,10% higher,MN,2.3495,0,7
Rubella,10% higher,MO,2.5500000000000007,0,7
Rubella,10% higher,MS,1.2630000000000006,0,5
Rubella,10% higher,MT,0.4919999999999995,0,3
Rubella,10% higher,NC,4.137499999999999,0,9.024999999999864
Rubella,10% higher,ND,0.31849999999999984,0,2
Rubella,10% higher,NE,0.804,0,4
Rubella,10% higher,NH,0.5759999999999998,0,3
Rubella,10% higher,NJ,3.750499999999999,0,10
Rubella,10% higher,NM,0.9064999999999995,0,4
Rubella,10% higher,NV,1.4515,0,6
Rubella,10% higher,NY,8.2945,3,16
Rubella,10% higher,OH,5.033499999999999,1,12
Rubella,10% higher,OK,1.6404999999999998,0,5
Rubella,10% higher,OR,1.9190000000000007,0,6
Rubella,10% higher,PA,5.486999999999999,1,12
Rubella,10% higher,RI,0.44899999999999973,0,2
Rubella,10% higher,SC,2.219000000000001,0,7
Rubella,10% higher,SD,0.3854999999999997,0,2
Rubella,10% higher,TN,2.880000000000001,0,8
Rubella,10% higher,TX,12.7595,5,23
Rubella,10% higher,UT,1.4135000000000006,0,5
Rubella,10% higher,VA,3.6029999999999998,0,9
Rubella,10% higher,VT,0.2580000000000001,0,2
Rubella,10% higher,WA,3.3190000000000004,0,9
Rubella,10% higher,WI,2.369,0,7
Rubella,10% higher,WV,0.8379999999999994,0,4
Rubella,10% higher,WY,0.27249999999999996,0,2
Rubella,High vaccination,AK,0.38149999999999995,0,3
Rubella,High vaccination,AL,2.4460000000000006,0,7
Rubella,High vaccination,AR,1.5940000000000003,0,6
Rubella,High vaccination,AZ,3.814399999999997,0,10
Rubella,High vaccination,CA,20.2765,10,33
Rubella,High vaccination,CO,2.967000000000001,0,9
Rubella,High vaccination,CT,1.7695000000000007,0,6
Rubella,High vaccination,DC,0.34799999999999986,0,2
Rubella,High vaccination,DE,0.49650000000000005,0,3
Rubella,High vaccination,FL,10.798499999999999,4,20
Rubella,High vaccination,GA,5.4415000000000004,1,12
Rubella,High vaccination,HI,0.7170000000000001,0,4
Rubella,High vaccination,IA,1.5699999999999998,0,5
Rubella,High vaccination,ID,0.9114999999999999,0,4
Rubella,High vaccination,IL,6.4460000000000015,1,14
Rubella,High vaccination,IN,3.5759999999999996,0,10
Rubella,High vaccination,KS,1.5445000000000002,0,5
Rubella,High vaccination,KY,2.316399999999999,0,7
Rubella,High vaccination,LA,2.4575,0,8
Rubella,High vaccination,MA,3.338500000000001,0,8
Rubella,High vaccination,MD,2.9595000000000007,0,8
Rubella,High vaccination,ME,0.6639999999999988,0,3
Rubella,High vaccination,MI,4.997999999999999,1,12
Rubella,High vaccination,MN,2.8974999999999995,0,8
Rubella,High vaccination,MO,3.0969999999999995,0,9
Rubella,High vaccination,MS,1.5419999999999991,0,5
Rubella,High vaccination,MT,0.5720000000000003,0,3
Rubella,High vaccination,NC,5.119,1,11
Rubella,High vaccination,ND,0.4124999999999998,0,3
Rubella,High vaccination,NE,0.9754999999999999,0,4
Rubella,High vaccination,NH,0.7030000000000002,0,3
Rubella,High vaccination,NJ,4.5489999999999995,0,11
Rubella,High vaccination,NM,1.0759999999999996,0,5
Rubella,High vaccination,NV,1.6035000000000008,0,6
Rubella,High vaccination,NY,10.020500000000002,3,19
Rubella,High vaccination,OH,6.049499999999999,1,14
Rubella,High vaccination,OK,2.0050000000000003,0,6
Rubella,High vaccination,OR,2.1835,0,7
Rubella,High vaccination,PA,6.446999999999999,1,14
Rubella,High vaccination,RI,0.5229999999999991,0,3
Rubella,High vaccination,SC,2.6095,0,7
Rubella,High vaccination,SD,0.45699999999999963,0,3
Rubella,High vaccination,TN,3.523,0,9
Rubella,High vaccination,TX,15.193999999999999,6,27
Rubella,High vaccination,UT,1.6894999999999998,0,6
Rubella,High vaccination,VA,4.330499999999999,0,11
Rubella,High vaccination,VT,0.2845000000000002,0,2
Rubella,High vaccination,WA,3.918500000000001,0,10
Rubella,High vaccination,WI,2.936,0,8
Rubella,High vaccination,WV,0.9399999999999998,0,4
Rubella,High vaccination,WY,0.2779999999999997,0,2
Diphtheria,No vaccinations,AK,0,0,0
Diphtheria,No vaccinations,AL,0.09749999999999988,0,1
Diphtheria,No vaccinations,AR,0.047499999999999924,0,1
Diphtheria,No vaccinations,AZ,0.16249999999999948,0,2
Diphtheria,No vaccinations,CA,528803.9391000012,0,13986039.699999994
Diphtheria,No vaccinations,CO,0.11249999999999989,0,2
Diphtheria,No vaccinations,CT,0.05339999999999949,0,1
Diphtheria,No vaccinations,DC,0,0,0
Diphtheria,No vaccinations,DE,0,0,0
Diphtheria,No vaccinations,FL,0.6733999999999987,0,8
Diphtheria,No vaccinations,GA,0.3044999999999993,0,4
Diphtheria,No vaccinations,HI,0,0,0
Diphtheria,No vaccinations,IA,0.05000000000000007,0,1
Diphtheria,No vaccinations,ID,0.02150000000000001,0,0
Diphtheria,No vaccinations,IL,0.5059999999999998,0,7
Diphtheria,No vaccinations,IN,0.16700000000000004,0,2
Diphtheria,No vaccinations,KS,0.04849999999999975,0,1
Diphtheria,No vaccinations,KY,0.0874999999999999,0,1
Diphtheria,No vaccinations,LA,0.10250000000000051,0,2
Diphtheria,No vaccinations,MA,0.1354999999999999,0,2
Diphtheria,No vaccinations,MD,0.11000000000000007,0,2
Diphtheria,No vaccinations,ME,0.021000000000000053,0,0
Diphtheria,No vaccinations,MI,0.24799999999999983,0,3
Diphtheria,No vaccinations,MN,0.10939999999999966,0,2
Diphtheria,No vaccinations,MO,0.1260000000000002,0,2
Diphtheria,No vaccinations,MS,0.04500000000000005,0,1
Diphtheria,No vaccinations,MT,0,0,0
Diphtheria,No vaccinations,NC,0.2445000000000001,0,3
Diphtheria,No vaccinations,ND,0,0,0
Diphtheria,No vaccinations,NE,0.02499999999999997,0,0.024999999999863576
Diphtheria,No vaccinations,NH,0,0,0
Diphtheria,No vaccinations,NJ,0.23749999999999968,0,4
Diphtheria,No vaccinations,NM,0.031499999999999966,0,1
Diphtheria,No vaccinations,NV,0.03900000000000001,0,1
Diphtheria,No vaccinations,NY,1.1753000000000027,0,14.024999999999864
Diphtheria,No vaccinations,OH,0.3830000000000003,0,5.024999999999864
Diphtheria,No vaccinations,OK,0.05989999999999954,0,1
Diphtheria,No vaccinations,OR,0.08400000000000027,0,1
Diphtheria,No vaccinations,PA,0.3854999999999997,0,5
Diphtheria,No vaccinations,RI,0,0,0
Diphtheria,No vaccinations,SC,0.13600000000000007,0,2
Diphtheria,No vaccinations,SD,0,0,0
Diphtheria,No vaccinations,TN,0.18550000000000014,0,2.0249999999998636
Diphtheria,No vaccinations,TX,219085.56130000053,0,1954181.6499997224
Diphtheria,No vaccinations,UT,0.04839999999999963,0,1
Diphtheria,No vaccinations,VA,0.22149999999999986,0,3
Diphtheria,No vaccinations,VT,0,0,0
Diphtheria,No vaccinations,WA,0.20049999999999957,0,3
Diphtheria,No vaccinations,WI,0.11850000000000004,0,2
Diphtheria,No vaccinations,WV,0.02650000000000002,0,1
Diphtheria,No vaccinations,WY,0,0,0
Diphtheria,75% lower,AK,0,0,0
Diphtheria,75% lower,AL,0.0994999999999999,0,2
Diphtheria,75% lower,AR,0.04500000000000006,0,1
Diphtheria,75% lower,AZ,0.2024999999999998,0,3
Diphtheria,75% lower,CA,31603.780599999165,0,343.99999999923057
Diphtheria,75% lower,CO,0.11099999999999974,0,2
Diphtheria,75% lower,CT,0.04849999999999999,0,1
Diphtheria,75% lower,DC,0,0,0
Diphtheria,75% lower,DE,0,0,0
Diphtheria,75% lower,FL,0.7058000000000006,0,8
Diphtheria,75% lower,GA,0.32550000000000034,0,5
Diphtheria,75% lower,HI,0.02399999999999998,0,0
Diphtheria,75% lower,IA,0.04549999999999989,0,1
Diphtheria,75% lower,ID,0.023999999999999983,0,0
Diphtheria,75% lower,IL,0.29289999999999977,0,3
Diphtheria,75% lower,IN,0.158,0,2
Diphtheria,75% lower,KS,0.044000000000000164,0,1
Diphtheria,75% lower,KY,0.0580000000000001,0,1
Diphtheria,75% lower,LA,0.12749999999999997,0,2
Diphtheria,75% lower,MA,0.12900000000000028,0,2
Diphtheria,75% lower,MD,0.1175000000000001,0,2
Diphtheria,75% lower,ME,0,0,0
Diphtheria,75% lower,MI,0.2524999999999998,0,3
Diphtheria,75% lower,MN,0.11699999999999985,0,2
Diphtheria,75% lower,MO,0.13189999999999957,0,2
Diphtheria,75% lower,MS,0.07550000000000008,0,1
Diphtheria,75% lower,MT,0.022500000000000027,0,0
Diphtheria,75% lower,NC,0.2624999999999995,0,3
Diphtheria,75% lower,ND,0,0,0
Diphtheria,75% lower,NE,0.024499999999999956,0,0
Diphtheria,75% lower,NH,0,0,0
Diphtheria,75% lower,NJ,0.1945000000000001,0,2.0249999999998636
Diphtheria,75% lower,NM,0.03199999999999997,0,1
Diphtheria,75% lower,NV,0.045000000000000054,0,1
Diphtheria,75% lower,NY,0.9929000000000002,0,12.024999999999864
Diphtheria,75% lower,OH,0.2724000000000005,0,3
Diphtheria,75% lower,OK,0.04949999999999992,0,1
Diphtheria,75% lower,OR,0.08749999999999994,0,1
Diphtheria,75% lower,PA,0.4169,0,6
Diphtheria,75% lower,RI,0,0,0
Diphtheria,75% lower,SC,0.06950000000000008,0,1
Diphtheria,75% lower,SD,0,0,0
Diphtheria,75% lower,TN,0.12850000000000006,0,2
Diphtheria,75% lower,TX,1.8128999999999986,0,24.024999999999864
Diphtheria,75% lower,UT,0.0680000000000002,0,1
Diphtheria,75% lower,VA,0.23650000000000024,0,3
Diphtheria,75% lower,VT,0,0,0
Diphtheria,75% lower,WA,0.21350000000000005,0,3
Diphtheria,75% lower,WI,0.11489999999999968,0,2
Diphtheria,75% lower,WV,0.027500000000000014,0,1
Diphtheria,75% lower,WY,0,0,0
Diphtheria,50% lower,AK,0,0,0
Diphtheria,50% lower,AL,0.06350000000000004,0,1
Diphtheria,50% lower,AR,0.050999999999999865,0,1
Diphtheria,50% lower,AZ,0.18350000000000027,0,2
Diphtheria,50% lower,CA,1.449000000000001,0,15
Diphtheria,50% lower,CO,0.10750000000000007,0,2
Diphtheria,50% lower,CT,0.047999999999999966,0,1
Diphtheria,50% lower,DC,0,0,0
Diphtheria,50% lower,DE,0,0,0
Diphtheria,50% lower,FL,0.5714999999999997,0,6
Diphtheria,50% lower,GA,0.25999999999999907,0,3
Diphtheria,50% lower,HI,0.021499999999999967,0,0
Diphtheria,50% lower,IA,0.08149999999999995,0,1
Diphtheria,50% lower,ID,0.03900000000000012,0,1
Diphtheria,50% lower,IL,0.3405000000000001,0,4
Diphtheria,50% lower,IN,0.1268999999999997,0,2
Diphtheria,50% lower,KS,0.04500000000000005,0,1
Diphtheria,50% lower,KY,0.07999999999999995,0,1
Diphtheria,50% lower,LA,0.09400000000000011,0,2
Diphtheria,50% lower,MA,0.12550000000000003,0,2
Diphtheria,50% lower,MD,0.10349999999999974,0,2
Diphtheria,50% lower,ME,0,0,0
Diphtheria,50% lower,MI,0.2534999999999999,0,3
Diphtheria,50% lower,MN,0.11549999999999999,0,2
Diphtheria,50% lower,MO,0.11200000000000014,0,2
Diphtheria,50% lower,MS,0.03900000000000019,0,1
Diphtheria,50% lower,MT,0,0,0
Diphtheria,50% lower,NC,0.23739999999999908,0,3
Diphtheria,50% lower,ND,0,0,0
Diphtheria,50% lower,NE,0.028000000000000042,0,1
Diphtheria,50% lower,NH,3.999999999996358e-4,0,0
Diphtheria,50% lower,NJ,0.23800000000000038,0,3
Diphtheria,50% lower,NM,0.028499999999999935,0,1
Diphtheria,50% lower,NV,0.050999999999999913,0,1
Diphtheria,50% lower,NY,0.5869999999999979,0,6
Diphtheria,50% lower,OH,0.2790000000000001,0,3
Diphtheria,50% lower,OK,0.08750000000000002,0,1
Diphtheria,50% lower,OR,0.05899999999999997,0,1
Diphtheria,50% lower,PA,0.30149999999999977,0,4
Diphtheria,50% lower,RI,0.020499999999999876,0,0
Diphtheria,50% lower,SC,0.10150000000000009,0,2
Diphtheria,50% lower,SD,0,0,0
Diphtheria,50% lower,TN,0.15750000000000006,0,2
Diphtheria,50% lower,TX,0.9424999999999998,0,10
Diphtheria,50% lower,UT,0.04899999999999996,0,1
Diphtheria,50% lower,VA,0.1875,0,2
Diphtheria,50% lower,VT,0,0,0
Diphtheria,50% lower,WA,0.14100000000000007,0,2
Diphtheria,50% lower,WI,0.11499999999999994,0,2
Diphtheria,50% lower,WV,0.026500000000000024,0,1
Diphtheria,50% lower,WY,0,0,0
Diphtheria,45% lower,AK,0,0,0
Diphtheria,45% lower,AL,0.09899999999999987,0,1
Diphtheria,45% lower,AR,0.04449999999999993,0,1
Diphtheria,45% lower,AZ,0.1305000000000001,0,2
Diphtheria,45% lower,CA,1.4994999999999985,0,14
Diphtheria,45% lower,CO,0.10600000000000007,0,2
Diphtheria,45% lower,CT,0.0520000000000002,0,1
Diphtheria,45% lower,DC,0,0,0
Diphtheria,45% lower,DE,0,0,0
Diphtheria,45% lower,FL,0.5868999999999994,0,6
Diphtheria,45% lower,GA,0.28400000000000025,0,3
Diphtheria,45% lower,HI,0.020499999999999945,0,0
Diphtheria,45% lower,IA,0.050999999999999934,0,1
Diphtheria,45% lower,ID,0.022,0,0
Diphtheria,45% lower,IL,0.29800000000000043,0,3
Diphtheria,45% lower,IN,0.1229999999999999,0,2
Diphtheria,45% lower,KS,0.04350000000000003,0,1
Diphtheria,45% lower,KY,0.0955,0,1
Diphtheria,45% lower,LA,0.08750000000000017,0,1
Diphtheria,45% lower,MA,0.11750000000000008,0,2
Diphtheria,45% lower,MD,0.08650000000000027,0,1
Diphtheria,45% lower,ME,0.02300000000000006,0,0
Diphtheria,45% lower,MI,0.25249999999999967,0,3
Diphtheria,45% lower,MN,0.12400000000000005,0,2
Diphtheria,45% lower,MO,0.11699999999999981,0,2
Diphtheria,45% lower,MS,0.044000000000000115,0,1
Diphtheria,45% lower,MT,0,0,0
Diphtheria,45% lower,NC,0.2150000000000001,0,3
Diphtheria,45% lower,ND,0,0,0
Diphtheria,45% lower,NE,0.02800000000000022,0,1
Diphtheria,45% lower,NH,0.02350000000000001,0,0
Diphtheria,45% lower,NJ,0.18150000000000013,0,2
Diphtheria,45% lower,NM,0.027500000000000115,0,1
Diphtheria,45% lower,NV,0.04200000000000003,0,1
Diphtheria,45% lower,NY,0.46149999999999936,0,5
Diphtheria,45% lower,OH,0.33199999999999985,0,4
Diphtheria,45% lower,OK,0.07999999999999996,0,1
Diphtheria,45% lower,OR,0.0578999999999995,0,1
Diphtheria,45% lower,PA,0.3010000000000001,0,3
Diphtheria,45% lower,RI,0,0,0
Diphtheria,45% lower,SC,0.11150000000000011,0,2
Diphtheria,45% lower,SD,0,0,0
Diphtheria,45% lower,TN,0.11400000000000005,0,2
Diphtheria,45% lower,TX,1.1334000000000017,0,13.024999999999864
Diphtheria,45% lower,UT,0.07050000000000019,0,1
Diphtheria,45% lower,VA,0.1875,0,2
Diphtheria,45% lower,VT,0,0,0
Diphtheria,45% lower,WA,0.18700000000000014,0,3
Diphtheria,45% lower,WI,0.10999999999999996,0,2
Diphtheria,45% lower,WV,0.022500000000000027,0,0
Diphtheria,45% lower,WY,0,0,0
Diphtheria,40% lower,AK,0,0,0
Diphtheria,40% lower,AL,0.0925,0,1
Diphtheria,40% lower,AR,0.04449999999999992,0,1
Diphtheria,40% lower,AZ,0.1594999999999993,0,2
Diphtheria,40% lower,CA,1.231500000000002,0,11
Diphtheria,40% lower,CO,0.1764999999999997,0,2
Diphtheria,40% lower,CT,0.04949999999999992,0,1
Diphtheria,40% lower,DC,0,0,0
Diphtheria,40% lower,DE,0,0,0
Diphtheria,40% lower,FL,0.5205000000000005,0,5
Diphtheria,40% lower,GA,0.22099999999999995,0,3
Diphtheria,40% lower,HI,0,0,0
Diphtheria,40% lower,IA,0.03949999999999996,0,1
Diphtheria,40% lower,ID,0.028000000000000084,0,1
Diphtheria,40% lower,IL,0.30999999999999944,0,4
Diphtheria,40% lower,IN,0.1899999999999998,0,3
Diphtheria,40% lower,KS,0.04599999999999999,0,1
Diphtheria,40% lower,KY,0.08650000000000009,0,1
Diphtheria,40% lower,LA,0.10249999999999997,0,2
Diphtheria,40% lower,MA,0.14050000000000007,0,2
Diphtheria,40% lower,MD,0.10750000000000004,0,1
Diphtheria,40% lower,ME,0,0,0
Diphtheria,40% lower,MI,0.2529999999999999,0,3
Diphtheria,40% lower,MN,0.11349999999999995,0,2
Diphtheria,40% lower,MO,0.11249999999999982,0,2
Diphtheria,40% lower,MS,0.050999999999999907,0,1
Diphtheria,40% lower,MT,0.022000000000000026,0,0
Diphtheria,40% lower,NC,0.255,0,3
Diphtheria,40% lower,ND,0,0,0
Diphtheria,40% lower,NE,0.025499999999999953,0,1
Diphtheria,40% lower,NH,0.02200000000000003,0,0
Diphtheria,40% lower,NJ,0.20000000000000043,0,3
Diphtheria,40% lower,NM,0.03199999999999997,0,1
Diphtheria,40% lower,NV,0.051500000000000004,0,1
Diphtheria,40% lower,NY,0.5155000000000003,0,5.024999999999864
Diphtheria,40% lower,OH,0.2595000000000002,0,3
Diphtheria,40% lower,OK,0.07750000000000004,0,2
Diphtheria,40% lower,OR,0.061999999999999986,0,1
Diphtheria,40% lower,PA,0.25639999999999985,0,3
Diphtheria,40% lower,RI,0,0,0
Diphtheria,40% lower,SC,0.095,0,1
Diphtheria,40% lower,SD,0,0,0
Diphtheria,40% lower,TN,0.124,0,2
Diphtheria,40% lower,TX,0.9829999999999999,0,10.024999999999864
Diphtheria,40% lower,UT,0.046500000000000014,0,1
Diphtheria,40% lower,VA,0.21900000000000003,0,3
Diphtheria,40% lower,VT,0,0,0
Diphtheria,40% lower,WA,0.16299999999999987,0,2
Diphtheria,40% lower,WI,0.10600000000000008,0,2
Diphtheria,40% lower,WV,0.028499999999999914,0,1
Diphtheria,40% lower,WY,0,0,0
Diphtheria,35% lower,AK,0,0,0
Diphtheria,35% lower,AL,0.11099999999999967,0,2
Diphtheria,35% lower,AR,0.06849999999999988,0,1
Diphtheria,35% lower,AZ,0.12550000000000003,0,2
Diphtheria,35% lower,CA,1.2474999999999996,0,11
Diphtheria,35% lower,CO,0.10949999999999993,0,2
Diphtheria,35% lower,CT,0.05300000000000004,0,1
Diphtheria,35% lower,DC,0,0,0
Diphtheria,35% lower,DE,0,0,0
Diphtheria,35% lower,FL,0.5124999999999993,0,5
Diphtheria,35% lower,GA,0.24139999999999948,0,3
Diphtheria,35% lower,HI,0.022000000000000023,0,0
Diphtheria,35% lower,IA,0.04849999999999999,0,1
Diphtheria,35% lower,ID,0.02350000000000001,0,0
Diphtheria,35% lower,IL,0.2905000000000001,0,3
Diphtheria,35% lower,IN,0.1320000000000001,0,2
Diphtheria,35% lower,KS,0.04400000000000014,0,1
Diphtheria,35% lower,KY,0.0669999999999999,0,1
Diphtheria,35% lower,LA,0.09799999999999989,0,2
Diphtheria,35% lower,MA,0.1330000000000002,0,2
Diphtheria,35% lower,MD,0.10400000000000034,0,1
Diphtheria,35% lower,ME,0.021000000000000064,0,0
Diphtheria,35% lower,MI,0.1990000000000001,0,2
Diphtheria,35% lower,MN,0.1105000000000001,0,2
Diphtheria,35% lower,MO,0.10250000000000002,0,1
Diphtheria,35% lower,MS,0.04449999999999993,0,1
Diphtheria,35% lower,MT,0,0,0
Diphtheria,35% lower,NC,0.22000000000000072,0,3
Diphtheria,35% lower,ND,0,0,0
Diphtheria,35% lower,NE,0.028499999999999893,0,1
Diphtheria,35% lower,NH,0,0,0
Diphtheria,35% lower,NJ,0.23399999999999962,0,3
Diphtheria,35% lower,NM,0.026500000000000003,0,1
Diphtheria,35% lower,NV,0.04899999999999989,0,1
Diphtheria,35% lower,NY,0.5303999999999994,0,6
Diphtheria,35% lower,OH,0.23249999999999924,0,3
Diphtheria,35% lower,OK,0.05599999999999995,0,1
Diphtheria,35% lower,OR,0.055000000000000104,0,1
Diphtheria,35% lower,PA,0.26239999999999974,0,3
Diphtheria,35% lower,RI,0,0,0
Diphtheria,35% lower,SC,0.09100000000000005,0,1
Diphtheria,35% lower,SD,0,0,0
Diphtheria,35% lower,TN,0.11949999999999981,0,1
Diphtheria,35% lower,TX,0.8198999999999976,0,7
Diphtheria,35% lower,UT,0.042499999999999996,0,1
Diphtheria,35% lower,VA,0.141,0,2
Diphtheria,35% lower,VT,0,0,0
Diphtheria,35% lower,WA,0.20339999999999986,0,3
Diphtheria,35% lower,WI,0.12799999999999992,0,2
Diphtheria,35% lower,WV,0.022500000000000027,0,0
Diphtheria,35% lower,WY,0,0,0
Diphtheria,30% lower,AK,0,0,0
Diphtheria,30% lower,AL,0.09499999999999985,0,1
Diphtheria,30% lower,AR,0.05150000000000007,0,1
Diphtheria,30% lower,AZ,0.1319999999999997,0,2
Diphtheria,30% lower,CA,1.1570000000000007,0,9.024999999999864
Diphtheria,30% lower,CO,0.11249999999999993,0,2
Diphtheria,30% lower,CT,0.05000000000000004,0,1
Diphtheria,30% lower,DC,0,0,0
Diphtheria,30% lower,DE,0,0,0
Diphtheria,30% lower,FL,0.5230000000000002,0,5
Diphtheria,30% lower,GA,0.21599999999999972,0,3
Diphtheria,30% lower,HI,0.02100000000000004,0,0
Diphtheria,30% lower,IA,0.039499999999999924,0,1
Diphtheria,30% lower,ID,0.026999999999999955,0,1
Diphtheria,30% lower,IL,0.2658999999999996,0,3
Diphtheria,30% lower,IN,0.10750000000000005,0,2
