"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age of Mother 9"	"Age of Mother 9 Code"	Births
	"South Dakota"	"46"	"2008"	"2008"	"Under 15 years"	"15"	13
	"South Dakota"	"46"	"2008"	"2008"	"15-19 years"	"15-19"	1117
	"South Dakota"	"46"	"2008"	"2008"	"20-24 years"	"20-24"	3251
	"South Dakota"	"46"	"2008"	"2008"	"25-29 years"	"25-29"	3988
	"South Dakota"	"46"	"2008"	"2008"	"30-34 years"	"30-34"	2551
	"South Dakota"	"46"	"2008"	"2008"	"35-39 years"	"35-39"	954
	"South Dakota"	"46"	"2008"	"2008"	"40-44 years"	"40-44"	186
	"South Dakota"	"46"	"2008"	"2008"	"45-49 years"	"45-49"	Suppressed
	"South Dakota"	"46"	"2008"	"2008"	"50 years and over"	"50+"	Suppressed
	"South Dakota"	"46"	"2009"	"2009"	"Under 15 years"	"15"	10
	"South Dakota"	"46"	"2009"	"2009"	"15-19 years"	"15-19"	1092
	"South Dakota"	"46"	"2009"	"2009"	"20-24 years"	"20-24"	3157
	"South Dakota"	"46"	"2009"	"2009"	"25-29 years"	"25-29"	3906
	"South Dakota"	"46"	"2009"	"2009"	"30-34 years"	"30-34"	2598
	"South Dakota"	"46"	"2009"	"2009"	"35-39 years"	"35-39"	959
	"South Dakota"	"46"	"2009"	"2009"	"40-44 years"	"40-44"	201
	"South Dakota"	"46"	"2009"	"2009"	"45-49 years"	"45-49"	11
	"South Dakota"	"46"	"2009"	"2009"	"50 years and over"	"50+"	0
	"South Dakota"	"46"	"2010"	"2010"	"Under 15 years"	"15"	10
	"South Dakota"	"46"	"2010"	"2010"	"15-19 years"	"15-19"	975
	"South Dakota"	"46"	"2010"	"2010"	"20-24 years"	"20-24"	2991
	"South Dakota"	"46"	"2010"	"2010"	"25-29 years"	"25-29"	4037
	"South Dakota"	"46"	"2010"	"2010"	"30-34 years"	"30-34"	2645
	"South Dakota"	"46"	"2010"	"2010"	"35-39 years"	"35-39"	961
	"South Dakota"	"46"	"2010"	"2010"	"40-44 years"	"40-44"	183
	"South Dakota"	"46"	"2010"	"2010"	"45-49 years"	"45-49"	Suppressed
	"South Dakota"	"46"	"2010"	"2010"	"50 years and over"	"50+"	0
	"South Dakota"	"46"	"2011"	"2011"	"Under 15 years"	"15"	11
	"South Dakota"	"46"	"2011"	"2011"	"15-19 years"	"15-19"	964
	"South Dakota"	"46"	"2011"	"2011"	"20-24 years"	"20-24"	2883
	"South Dakota"	"46"	"2011"	"2011"	"25-29 years"	"25-29"	4026
	"South Dakota"	"46"	"2011"	"2011"	"30-34 years"	"30-34"	2741
	"South Dakota"	"46"	"2011"	"2011"	"35-39 years"	"35-39"	991
	"South Dakota"	"46"	"2011"	"2011"	"40-44 years"	"40-44"	217
	"South Dakota"	"46"	"2011"	"2011"	"45-49 years"	"45-49"	12
	"South Dakota"	"46"	"2011"	"2011"	"50 years and over"	"50+"	Suppressed
	"South Dakota"	"46"	"2012"	"2012"	"Under 15 years"	"15"	Suppressed
	"South Dakota"	"46"	"2012"	"2012"	"15-19 years"	"15-19"	929
	"South Dakota"	"46"	"2012"	"2012"	"20-24 years"	"20-24"	2952
	"South Dakota"	"46"	"2012"	"2012"	"25-29 years"	"25-29"	4108
	"South Dakota"	"46"	"2012"	"2012"	"30-34 years"	"30-34"	2910
	"South Dakota"	"46"	"2012"	"2012"	"35-39 years"	"35-39"	1003
	"South Dakota"	"46"	"2012"	"2012"	"40-44 years"	"40-44"	187
	"South Dakota"	"46"	"2012"	"2012"	"45-49 years"	"45-49"	Suppressed
	"South Dakota"	"46"	"2012"	"2012"	"50 years and over"	"50+"	0
	"South Dakota"	"46"	"2013"	"2013"	"Under 15 years"	"15"	10
	"South Dakota"	"46"	"2013"	"2013"	"15-19 years"	"15-19"	812
	"South Dakota"	"46"	"2013"	"2013"	"20-24 years"	"20-24"	2887
	"South Dakota"	"46"	"2013"	"2013"	"25-29 years"	"25-29"	4185
	"South Dakota"	"46"	"2013"	"2013"	"30-34 years"	"30-34"	3027
	"South Dakota"	"46"	"2013"	"2013"	"35-39 years"	"35-39"	1124
	"South Dakota"	"46"	"2013"	"2013"	"40-44 years"	"40-44"	190
	"South Dakota"	"46"	"2013"	"2013"	"45-49 years"	"45-49"	12
	"South Dakota"	"46"	"2013"	"2013"	"50 years and over"	"50+"	Suppressed
	"South Dakota"	"46"	"2014"	"2014"	"Under 15 years"	"15"	Suppressed
	"South Dakota"	"46"	"2014"	"2014"	"15-19 years"	"15-19"	735
	"South Dakota"	"46"	"2014"	"2014"	"20-24 years"	"20-24"	2778
	"South Dakota"	"46"	"2014"	"2014"	"25-29 years"	"25-29"	4162
	"South Dakota"	"46"	"2014"	"2014"	"30-34 years"	"30-34"	3251
	"South Dakota"	"46"	"2014"	"2014"	"35-39 years"	"35-39"	1149
	"South Dakota"	"46"	"2014"	"2014"	"40-44 years"	"40-44"	193
	"South Dakota"	"46"	"2014"	"2014"	"45-49 years"	"45-49"	Suppressed
	"South Dakota"	"46"	"2014"	"2014"	"50 years and over"	"50+"	0
	"South Dakota"	"46"	"2015"	"2015"	"Under 15 years"	"15"	Suppressed
	"South Dakota"	"46"	"2015"	"2015"	"15-19 years"	"15-19"	720
	"South Dakota"	"46"	"2015"	"2015"	"20-24 years"	"20-24"	2752
	"South Dakota"	"46"	"2015"	"2015"	"25-29 years"	"25-29"	4180
	"South Dakota"	"46"	"2015"	"2015"	"30-34 years"	"30-34"	3329
	"South Dakota"	"46"	"2015"	"2015"	"35-39 years"	"35-39"	1129
	"South Dakota"	"46"	"2015"	"2015"	"40-44 years"	"40-44"	202
	"South Dakota"	"46"	"2015"	"2015"	"45-49 years"	"45-49"	16
	"South Dakota"	"46"	"2015"	"2015"	"50 years and over"	"50+"	0
	"South Dakota"	"46"	"2016"	"2016"	"Under 15 years"	"15"	Suppressed
	"South Dakota"	"46"	"2016"	"2016"	"15-19 years"	"15-19"	681
	"South Dakota"	"46"	"2016"	"2016"	"20-24 years"	"20-24"	2616
	"South Dakota"	"46"	"2016"	"2016"	"25-29 years"	"25-29"	4167
	"South Dakota"	"46"	"2016"	"2016"	"30-34 years"	"30-34"	3315
	"South Dakota"	"46"	"2016"	"2016"	"35-39 years"	"35-39"	1254
	"South Dakota"	"46"	"2016"	"2016"	"40-44 years"	"40-44"	222
	"South Dakota"	"46"	"2016"	"2016"	"45-49 years"	"45-49"	11
	"South Dakota"	"46"	"2016"	"2016"	"50 years and over"	"50+"	Suppressed
	"South Dakota"	"46"	"2017"	"2017"	"Under 15 years"	"15"	Suppressed
	"South Dakota"	"46"	"2017"	"2017"	"15-19 years"	"15-19"	614
	"South Dakota"	"46"	"2017"	"2017"	"20-24 years"	"20-24"	2496
	"South Dakota"	"46"	"2017"	"2017"	"25-29 years"	"25-29"	4024
	"South Dakota"	"46"	"2017"	"2017"	"30-34 years"	"30-34"	3402
	"South Dakota"	"46"	"2017"	"2017"	"35-39 years"	"35-39"	1343
	"South Dakota"	"46"	"2017"	"2017"	"40-44 years"	"40-44"	234
	"South Dakota"	"46"	"2017"	"2017"	"45-49 years"	"45-49"	13
	"South Dakota"	"46"	"2017"	"2017"	"50 years and over"	"50+"	0
	"South Dakota"	"46"	"2018"	"2018"	"Under 15 years"	"15"	Suppressed
	"South Dakota"	"46"	"2018"	"2018"	"15-19 years"	"15-19"	565
	"South Dakota"	"46"	"2018"	"2018"	"20-24 years"	"20-24"	2331
	"South Dakota"	"46"	"2018"	"2018"	"25-29 years"	"25-29"	4017
	"South Dakota"	"46"	"2018"	"2018"	"30-34 years"	"30-34"	3435
	"South Dakota"	"46"	"2018"	"2018"	"35-39 years"	"35-39"	1336
	"South Dakota"	"46"	"2018"	"2018"	"40-44 years"	"40-44"	187
	"South Dakota"	"46"	"2018"	"2018"	"45-49 years"	"45-49"	18
	"South Dakota"	"46"	"2018"	"2018"	"50 years and over"	"50+"	0
	"South Dakota"	"46"	"2019"	"2019"	"Under 15 years"	"15"	Suppressed
	"South Dakota"	"46"	"2019"	"2019"	"15-19 years"	"15-19"	536
	"South Dakota"	"46"	"2019"	"2019"	"20-24 years"	"20-24"	2194
	"South Dakota"	"46"	"2019"	"2019"	"25-29 years"	"25-29"	3802
	"South Dakota"	"46"	"2019"	"2019"	"30-34 years"	"30-34"	3357
	"South Dakota"	"46"	"2019"	"2019"	"35-39 years"	"35-39"	1351
	"South Dakota"	"46"	"2019"	"2019"	"40-44 years"	"40-44"	191
	"South Dakota"	"46"	"2019"	"2019"	"45-49 years"	"45-49"	13
	"South Dakota"	"46"	"2019"	"2019"	"50 years and over"	"50+"	Suppressed
	"South Dakota"	"46"	"2020"	"2020"	"Under 15 years"	"15"	Suppressed
	"South Dakota"	"46"	"2020"	"2020"	"15-19 years"	"15-19"	533
	"South Dakota"	"46"	"2020"	"2020"	"20-24 years"	"20-24"	2062
	"South Dakota"	"46"	"2020"	"2020"	"25-29 years"	"25-29"	3682
	"South Dakota"	"46"	"2020"	"2020"	"30-34 years"	"30-34"	3159
	"South Dakota"	"46"	"2020"	"2020"	"35-39 years"	"35-39"	1283
	"South Dakota"	"46"	"2020"	"2020"	"40-44 years"	"40-44"	227
	"South Dakota"	"46"	"2020"	"2020"	"45-49 years"	"45-49"	Suppressed
	"South Dakota"	"46"	"2020"	"2020"	"50 years and over"	"50+"	Suppressed
	"South Dakota"	"46"	"2021"	"2021"	"Under 15 years"	"15"	Suppressed
	"South Dakota"	"46"	"2021"	"2021"	"15-19 years"	"15-19"	501
	"South Dakota"	"46"	"2021"	"2021"	"20-24 years"	"20-24"	2113
	"South Dakota"	"46"	"2021"	"2021"	"25-29 years"	"25-29"	3723
	"South Dakota"	"46"	"2021"	"2021"	"30-34 years"	"30-34"	3358
	"South Dakota"	"46"	"2021"	"2021"	"35-39 years"	"35-39"	1422
	"South Dakota"	"46"	"2021"	"2021"	"40-44 years"	"40-44"	226
	"South Dakota"	"46"	"2021"	"2021"	"45-49 years"	"45-49"	19
	"South Dakota"	"46"	"2021"	"2021"	"50 years and over"	"50+"	Suppressed
	"South Dakota"	"46"	"2022"	"2022"	"Under 15 years"	"15"	Suppressed
	"South Dakota"	"46"	"2022"	"2022"	"15-19 years"	"15-19"	512
	"South Dakota"	"46"	"2022"	"2022"	"20-24 years"	"20-24"	2061
	"South Dakota"	"46"	"2022"	"2022"	"25-29 years"	"25-29"	3658
	"South Dakota"	"46"	"2022"	"2022"	"30-34 years"	"30-34"	3267
	"South Dakota"	"46"	"2022"	"2022"	"35-39 years"	"35-39"	1436
	"South Dakota"	"46"	"2022"	"2022"	"40-44 years"	"40-44"	248
	"South Dakota"	"46"	"2022"	"2022"	"45-49 years"	"45-49"	11
	"South Dakota"	"46"	"2022"	"2022"	"50 years and over"	"50+"	Suppressed
	"South Dakota"	"46"	"2023"	"2023"	"Under 15 years"	"15"	Suppressed
	"South Dakota"	"46"	"2023"	"2023"	"15-19 years"	"15-19"	506
	"South Dakota"	"46"	"2023"	"2023"	"20-24 years"	"20-24"	2027
	"South Dakota"	"46"	"2023"	"2023"	"25-29 years"	"25-29"	3620
	"South Dakota"	"46"	"2023"	"2023"	"30-34 years"	"30-34"	3358
	"South Dakota"	"46"	"2023"	"2023"	"35-39 years"	"35-39"	1395
	"South Dakota"	"46"	"2023"	"2023"	"40-44 years"	"40-44"	274
	"South Dakota"	"46"	"2023"	"2023"	"45-49 years"	"45-49"	13
	"South Dakota"	"46"	"2023"	"2023"	"50 years and over"	"50+"	0
	"Tennessee"	"47"	"2007"	"2007"	"Under 15 years"	"15"	163
	"Tennessee"	"47"	"2007"	"2007"	"15-19 years"	"15-19"	11260
	"Tennessee"	"47"	"2007"	"2007"	"20-24 years"	"20-24"	26044
	"Tennessee"	"47"	"2007"	"2007"	"25-29 years"	"25-29"	24498
	"Tennessee"	"47"	"2007"	"2007"	"30-34 years"	"30-34"	16016
	"Tennessee"	"47"	"2007"	"2007"	"35-39 years"	"35-39"	7274
	"Tennessee"	"47"	"2007"	"2007"	"40-44 years"	"40-44"	1392
	"Tennessee"	"47"	"2007"	"2007"	"45-49 years"	"45-49"	59
	"Tennessee"	"47"	"2007"	"2007"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2008"	"2008"	"Under 15 years"	"15"	150
	"Tennessee"	"47"	"2008"	"2008"	"15-19 years"	"15-19"	11157
	"Tennessee"	"47"	"2008"	"2008"	"20-24 years"	"20-24"	25430
	"Tennessee"	"47"	"2008"	"2008"	"25-29 years"	"25-29"	24131
	"Tennessee"	"47"	"2008"	"2008"	"30-34 years"	"30-34"	16067
	"Tennessee"	"47"	"2008"	"2008"	"35-39 years"	"35-39"	7220
	"Tennessee"	"47"	"2008"	"2008"	"40-44 years"	"40-44"	1334
	"Tennessee"	"47"	"2008"	"2008"	"45-49 years"	"45-49"	68
	"Tennessee"	"47"	"2008"	"2008"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2009"	"2009"	"Under 15 years"	"15"	121
	"Tennessee"	"47"	"2009"	"2009"	"15-19 years"	"15-19"	10378
	"Tennessee"	"47"	"2009"	"2009"	"20-24 years"	"20-24"	24061
	"Tennessee"	"47"	"2009"	"2009"	"25-29 years"	"25-29"	23260
	"Tennessee"	"47"	"2009"	"2009"	"30-34 years"	"30-34"	15858
	"Tennessee"	"47"	"2009"	"2009"	"35-39 years"	"35-39"	7093
	"Tennessee"	"47"	"2009"	"2009"	"40-44 years"	"40-44"	1338
	"Tennessee"	"47"	"2009"	"2009"	"45-49 years"	"45-49"	97
	"Tennessee"	"47"	"2009"	"2009"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2010"	"2010"	"Under 15 years"	"15"	118
	"Tennessee"	"47"	"2010"	"2010"	"15-19 years"	"15-19"	9254
	"Tennessee"	"47"	"2010"	"2010"	"20-24 years"	"20-24"	22801
	"Tennessee"	"47"	"2010"	"2010"	"25-29 years"	"25-29"	22880
	"Tennessee"	"47"	"2010"	"2010"	"30-34 years"	"30-34"	16042
	"Tennessee"	"47"	"2010"	"2010"	"35-39 years"	"35-39"	6898
	"Tennessee"	"47"	"2010"	"2010"	"40-44 years"	"40-44"	1422
	"Tennessee"	"47"	"2010"	"2010"	"45-49 years"	"45-49"	76
	"Tennessee"	"47"	"2010"	"2010"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2011"	"2011"	"Under 15 years"	"15"	103
	"Tennessee"	"47"	"2011"	"2011"	"15-19 years"	"15-19"	8497
	"Tennessee"	"47"	"2011"	"2011"	"20-24 years"	"20-24"	22745
	"Tennessee"	"47"	"2011"	"2011"	"25-29 years"	"25-29"	23105
	"Tennessee"	"47"	"2011"	"2011"	"30-34 years"	"30-34"	16778
	"Tennessee"	"47"	"2011"	"2011"	"35-39 years"	"35-39"	6820
	"Tennessee"	"47"	"2011"	"2011"	"40-44 years"	"40-44"	1455
	"Tennessee"	"47"	"2011"	"2011"	"45-49 years"	"45-49"	80
	"Tennessee"	"47"	"2011"	"2011"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2012"	"2012"	"Under 15 years"	"15"	92
	"Tennessee"	"47"	"2012"	"2012"	"15-19 years"	"15-19"	7910
	"Tennessee"	"47"	"2012"	"2012"	"20-24 years"	"20-24"	23197
	"Tennessee"	"47"	"2012"	"2012"	"25-29 years"	"25-29"	23204
	"Tennessee"	"47"	"2012"	"2012"	"30-34 years"	"30-34"	17405
	"Tennessee"	"47"	"2012"	"2012"	"35-39 years"	"35-39"	7008
	"Tennessee"	"47"	"2012"	"2012"	"40-44 years"	"40-44"	1472
	"Tennessee"	"47"	"2012"	"2012"	"45-49 years"	"45-49"	77
	"Tennessee"	"47"	"2012"	"2012"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2013"	"2013"	"Under 15 years"	"15"	88
	"Tennessee"	"47"	"2013"	"2013"	"15-19 years"	"15-19"	7105
	"Tennessee"	"47"	"2013"	"2013"	"20-24 years"	"20-24"	22554
	"Tennessee"	"47"	"2013"	"2013"	"25-29 years"	"25-29"	23454
	"Tennessee"	"47"	"2013"	"2013"	"30-34 years"	"30-34"	18059
	"Tennessee"	"47"	"2013"	"2013"	"35-39 years"	"35-39"	7148
	"Tennessee"	"47"	"2013"	"2013"	"40-44 years"	"40-44"	1508
	"Tennessee"	"47"	"2013"	"2013"	"45-49 years"	"45-49"	71
	"Tennessee"	"47"	"2013"	"2013"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2014"	"2014"	"Under 15 years"	"15"	76
	"Tennessee"	"47"	"2014"	"2014"	"15-19 years"	"15-19"	6756
	"Tennessee"	"47"	"2014"	"2014"	"20-24 years"	"20-24"	22475
	"Tennessee"	"47"	"2014"	"2014"	"25-29 years"	"25-29"	24141
	"Tennessee"	"47"	"2014"	"2014"	"30-34 years"	"30-34"	18911
	"Tennessee"	"47"	"2014"	"2014"	"35-39 years"	"35-39"	7585
	"Tennessee"	"47"	"2014"	"2014"	"40-44 years"	"40-44"	1562
	"Tennessee"	"47"	"2014"	"2014"	"45-49 years"	"45-49"	93
	"Tennessee"	"47"	"2014"	"2014"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2015"	"2015"	"Under 15 years"	"15"	67
	"Tennessee"	"47"	"2015"	"2015"	"15-19 years"	"15-19"	6267
	"Tennessee"	"47"	"2015"	"2015"	"20-24 years"	"20-24"	21886
	"Tennessee"	"47"	"2015"	"2015"	"25-29 years"	"25-29"	24758
	"Tennessee"	"47"	"2015"	"2015"	"30-34 years"	"30-34"	19044
	"Tennessee"	"47"	"2015"	"2015"	"35-39 years"	"35-39"	7997
	"Tennessee"	"47"	"2015"	"2015"	"40-44 years"	"40-44"	1572
	"Tennessee"	"47"	"2015"	"2015"	"45-49 years"	"45-49"	86
	"Tennessee"	"47"	"2015"	"2015"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2016"	"2016"	"Under 15 years"	"15"	69
	"Tennessee"	"47"	"2016"	"2016"	"15-19 years"	"15-19"	5766
	"Tennessee"	"47"	"2016"	"2016"	"20-24 years"	"20-24"	20516
	"Tennessee"	"47"	"2016"	"2016"	"25-29 years"	"25-29"	24669
	"Tennessee"	"47"	"2016"	"2016"	"30-34 years"	"30-34"	19639
	"Tennessee"	"47"	"2016"	"2016"	"35-39 years"	"35-39"	8456
	"Tennessee"	"47"	"2016"	"2016"	"40-44 years"	"40-44"	1586
	"Tennessee"	"47"	"2016"	"2016"	"45-49 years"	"45-49"	104
	"Tennessee"	"47"	"2016"	"2016"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2017"	"2017"	"Under 15 years"	"15"	68
	"Tennessee"	"47"	"2017"	"2017"	"15-19 years"	"15-19"	5516
	"Tennessee"	"47"	"2017"	"2017"	"20-24 years"	"20-24"	20126
	"Tennessee"	"47"	"2017"	"2017"	"25-29 years"	"25-29"	25247
	"Tennessee"	"47"	"2017"	"2017"	"30-34 years"	"30-34"	19747
	"Tennessee"	"47"	"2017"	"2017"	"35-39 years"	"35-39"	8638
	"Tennessee"	"47"	"2017"	"2017"	"40-44 years"	"40-44"	1548
	"Tennessee"	"47"	"2017"	"2017"	"45-49 years"	"45-49"	120
	"Tennessee"	"47"	"2017"	"2017"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2018"	"2018"	"Under 15 years"	"15"	66
	"Tennessee"	"47"	"2018"	"2018"	"15-19 years"	"15-19"	5258
	"Tennessee"	"47"	"2018"	"2018"	"20-24 years"	"20-24"	19537
	"Tennessee"	"47"	"2018"	"2018"	"25-29 years"	"25-29"	25048
	"Tennessee"	"47"	"2018"	"2018"	"30-34 years"	"30-34"	19967
	"Tennessee"	"47"	"2018"	"2018"	"35-39 years"	"35-39"	9110
	"Tennessee"	"47"	"2018"	"2018"	"40-44 years"	"40-44"	1650
	"Tennessee"	"47"	"2018"	"2018"	"45-49 years"	"45-49"	110
	"Tennessee"	"47"	"2018"	"2018"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2019"	"2019"	"Under 15 years"	"15"	60
	"Tennessee"	"47"	"2019"	"2019"	"15-19 years"	"15-19"	4918
	"Tennessee"	"47"	"2019"	"2019"	"20-24 years"	"20-24"	19431
	"Tennessee"	"47"	"2019"	"2019"	"25-29 years"	"25-29"	24705
	"Tennessee"	"47"	"2019"	"2019"	"30-34 years"	"30-34"	20239
	"Tennessee"	"47"	"2019"	"2019"	"35-39 years"	"35-39"	9244
	"Tennessee"	"47"	"2019"	"2019"	"40-44 years"	"40-44"	1736
	"Tennessee"	"47"	"2019"	"2019"	"45-49 years"	"45-49"	112
	"Tennessee"	"47"	"2019"	"2019"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2020"	"2020"	"Under 15 years"	"15"	51
	"Tennessee"	"47"	"2020"	"2020"	"15-19 years"	"15-19"	4826
	"Tennessee"	"47"	"2020"	"2020"	"20-24 years"	"20-24"	18395
	"Tennessee"	"47"	"2020"	"2020"	"25-29 years"	"25-29"	24020
	"Tennessee"	"47"	"2020"	"2020"	"30-34 years"	"30-34"	20208
	"Tennessee"	"47"	"2020"	"2020"	"35-39 years"	"35-39"	9313
	"Tennessee"	"47"	"2020"	"2020"	"40-44 years"	"40-44"	1776
	"Tennessee"	"47"	"2020"	"2020"	"45-49 years"	"45-49"	90
	"Tennessee"	"47"	"2020"	"2020"	"50 years and over"	"50+"	10
	"Tennessee"	"47"	"2021"	"2021"	"Under 15 years"	"15"	72
	"Tennessee"	"47"	"2021"	"2021"	"15-19 years"	"15-19"	4613
	"Tennessee"	"47"	"2021"	"2021"	"20-24 years"	"20-24"	18470
	"Tennessee"	"47"	"2021"	"2021"	"25-29 years"	"25-29"	24559
	"Tennessee"	"47"	"2021"	"2021"	"30-34 years"	"30-34"	21901
	"Tennessee"	"47"	"2021"	"2021"	"35-39 years"	"35-39"	9981
	"Tennessee"	"47"	"2021"	"2021"	"40-44 years"	"40-44"	2007
	"Tennessee"	"47"	"2021"	"2021"	"45-49 years"	"45-49"	107
	"Tennessee"	"47"	"2021"	"2021"	"50 years and over"	"50+"	Suppressed
	"Tennessee"	"47"	"2022"	"2022"	"Under 15 years"	"15"	70
	"Tennessee"	"47"	"2022"	"2022"	"15-19 years"	"15-19"	4502
	"Tennessee"	"47"	"2022"	"2022"	"20-24 years"	"20-24"	18166
	"Tennessee"	"47"	"2022"	"2022"	"25-29 years"	"25-29"	24854
	"Tennessee"	"47"	"2022"	"2022"	"30-34 years"	"30-34"	22198
	"Tennessee"	"47"	"2022"	"2022"	"35-39 years"	"35-39"	10270
	"Tennessee"	"47"	"2022"	"2022"	"40-44 years"	"40-44"	2065
	"Tennessee"	"47"	"2022"	"2022"	"45-49 years"	"45-49"	121
	"Tennessee"	"47"	"2022"	"2022"	"50 years and over"	"50+"	19
	"Tennessee"	"47"	"2023"	"2023"	"Under 15 years"	"15"	52
	"Tennessee"	"47"	"2023"	"2023"	"15-19 years"	"15-19"	4547
	"Tennessee"	"47"	"2023"	"2023"	"20-24 years"	"20-24"	18043
	"Tennessee"	"47"	"2023"	"2023"	"25-29 years"	"25-29"	24994
	"Tennessee"	"47"	"2023"	"2023"	"30-34 years"	"30-34"	22504
	"Tennessee"	"47"	"2023"	"2023"	"35-39 years"	"35-39"	10593
	"Tennessee"	"47"	"2023"	"2023"	"40-44 years"	"40-44"	2182
	"Tennessee"	"47"	"2023"	"2023"	"45-49 years"	"45-49"	98
	"Tennessee"	"47"	"2023"	"2023"	"50 years and over"	"50+"	Suppressed
	"Texas"	"48"	"2007"	"2007"	"Under 15 years"	"15"	887
	"Texas"	"48"	"2007"	"2007"	"15-19 years"	"15-19"	54281
	"Texas"	"48"	"2007"	"2007"	"20-24 years"	"20-24"	113169
	"Texas"	"48"	"2007"	"2007"	"25-29 years"	"25-29"	110941
	"Texas"	"48"	"2007"	"2007"	"30-34 years"	"30-34"	81335
	"Texas"	"48"	"2007"	"2007"	"35-39 years"	"35-39"	39052
	"Texas"	"48"	"2007"	"2007"	"40-44 years"	"40-44"	7519
	"Texas"	"48"	"2007"	"2007"	"45-49 years"	"45-49"	419
	"Texas"	"48"	"2007"	"2007"	"50 years and over"	"50+"	22
	"Texas"	"48"	"2008"	"2008"	"Under 15 years"	"15"	843
	"Texas"	"48"	"2008"	"2008"	"15-19 years"	"15-19"	54284
	"Texas"	"48"	"2008"	"2008"	"20-24 years"	"20-24"	110268
	"Texas"	"48"	"2008"	"2008"	"25-29 years"	"25-29"	110890
	"Texas"	"48"	"2008"	"2008"	"30-34 years"	"30-34"	81878
	"Texas"	"48"	"2008"	"2008"	"35-39 years"	"35-39"	39123
	"Texas"	"48"	"2008"	"2008"	"40-44 years"	"40-44"	7786
	"Texas"	"48"	"2008"	"2008"	"45-49 years"	"45-49"	448
	"Texas"	"48"	"2008"	"2008"	"50 years and over"	"50+"	34
	"Texas"	"48"	"2009"	"2009"	"Under 15 years"	"15"	827
	"Texas"	"48"	"2009"	"2009"	"15-19 years"	"15-19"	52656
	"Texas"	"48"	"2009"	"2009"	"20-24 years"	"20-24"	107412
	"Texas"	"48"	"2009"	"2009"	"25-29 years"	"25-29"	110413
	"Texas"	"48"	"2009"	"2009"	"30-34 years"	"30-34"	82515
	"Texas"	"48"	"2009"	"2009"	"35-39 years"	"35-39"	39485
	"Texas"	"48"	"2009"	"2009"	"40-44 years"	"40-44"	8165
	"Texas"	"48"	"2009"	"2009"	"45-49 years"	"45-49"	471
	"Texas"	"48"	"2009"	"2009"	"50 years and over"	"50+"	33
	"Texas"	"48"	"2010"	"2010"	"Under 15 years"	"15"	705
	"Texas"	"48"	"2010"	"2010"	"15-19 years"	"15-19"	47751
	"Texas"	"48"	"2010"	"2010"	"20-24 years"	"20-24"	101142
	"Texas"	"48"	"2010"	"2010"	"25-29 years"	"25-29"	106148
	"Texas"	"48"	"2010"	"2010"	"30-34 years"	"30-34"	82454
	"Texas"	"48"	"2010"	"2010"	"35-39 years"	"35-39"	39107
	"Texas"	"48"	"2010"	"2010"	"40-44 years"	"40-44"	8272
	"Texas"	"48"	"2010"	"2010"	"45-49 years"	"45-49"	487
	"Texas"	"48"	"2010"	"2010"	"50 years and over"	"50+"	52
	"Texas"	"48"	"2011"	"2011"	"Under 15 years"	"15"	587
	"Texas"	"48"	"2011"	"2011"	"15-19 years"	"15-19"	42748
	"Texas"	"48"	"2011"	"2011"	"20-24 years"	"20-24"	96806
	"Texas"	"48"	"2011"	"2011"	"25-29 years"	"25-29"	105004
	"Texas"	"48"	"2011"	"2011"	"30-34 years"	"30-34"	84319
	"Texas"	"48"	"2011"	"2011"	"35-39 years"	"35-39"	38817
	"Texas"	"48"	"2011"	"2011"	"40-44 years"	"40-44"	8671
	"Texas"	"48"	"2011"	"2011"	"45-49 years"	"45-49"	469
	"Texas"	"48"	"2011"	"2011"	"50 years and over"	"50+"	24
	"Texas"	"48"	"2012"	"2012"	"Under 15 years"	"15"	544
	"Texas"	"48"	"2012"	"2012"	"15-19 years"	"15-19"	40451
	"Texas"	"48"	"2012"	"2012"	"20-24 years"	"20-24"	97675
	"Texas"	"48"	"2012"	"2012"	"25-29 years"	"25-29"	106377
	"Texas"	"48"	"2012"	"2012"	"30-34 years"	"30-34"	87971
	"Texas"	"48"	"2012"	"2012"	"35-39 years"	"35-39"	40180
	"Texas"	"48"	"2012"	"2012"	"40-44 years"	"40-44"	8961
	"Texas"	"48"	"2012"	"2012"	"45-49 years"	"45-49"	537
	"Texas"	"48"	"2012"	"2012"	"50 years and over"	"50+"	31
	"Texas"	"48"	"2013"	"2013"	"Under 15 years"	"15"	526
	"Texas"	"48"	"2013"	"2013"	"15-19 years"	"15-19"	37525
