"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Age Group"	"Age Group Code"	Population
	"South Dakota"	"46"	"2005"	"2005"	"< 1 year"	"1"	11154
	"South Dakota"	"46"	"2005"	"2005"	"1-4 years"	"1-4"	42233
	"South Dakota"	"46"	"2005"	"2005"	"5-9 years"	"5-9"	52076
	"South Dakota"	"46"	"2005"	"2005"	"10-14 years"	"10-14"	55274
	"South Dakota"	"46"	"2005"	"2005"	"15-19 years"	"15-19"	60530
	"South Dakota"	"46"	"2005"	"2005"	"20-24 years"	"20-24"	59874
	"South Dakota"	"46"	"2005"	"2005"	"25-29 years"	"25-29"	46870
	"South Dakota"	"46"	"2005"	"2005"	"30-34 years"	"30-34"	44934
	"South Dakota"	"46"	"2005"	"2005"	"35-39 years"	"35-39"	46123
	"South Dakota"	"46"	"2005"	"2005"	"40-44 years"	"40-44"	56126
	"South Dakota"	"46"	"2005"	"2005"	"45-49 years"	"45-49"	58452
	"South Dakota"	"46"	"2005"	"2005"	"50-54 years"	"50-54"	54224
	"South Dakota"	"46"	"2005"	"2005"	"55-59 years"	"55-59"	44605
	"South Dakota"	"46"	"2005"	"2005"	"60-64 years "	"60-64"	33814
	"South Dakota"	"46"	"2005"	"2005"	"65-69 years"	"65-69"	27276
	"South Dakota"	"46"	"2005"	"2005"	"70-74 years"	"70-74"	24488
	"South Dakota"	"46"	"2005"	"2005"	"75-79 years"	"75-79"	22359
	"South Dakota"	"46"	"2005"	"2005"	"80-84 years"	"80-84"	17629
	"South Dakota"	"46"	"2005"	"2005"	"85+ years"	"85+"	17452
"Total"	"South Dakota"	"46"	"2005"	"2005"			775493
	"South Dakota"	"46"	"2006"	"2006"	"< 1 year"	"1"	11326
	"South Dakota"	"46"	"2006"	"2006"	"1-4 years"	"1-4"	43442
	"South Dakota"	"46"	"2006"	"2006"	"5-9 years"	"5-9"	52108
	"South Dakota"	"46"	"2006"	"2006"	"10-14 years"	"10-14"	55042
	"South Dakota"	"46"	"2006"	"2006"	"15-19 years"	"15-19"	59679
	"South Dakota"	"46"	"2006"	"2006"	"20-24 years"	"20-24"	60163
	"South Dakota"	"46"	"2006"	"2006"	"25-29 years"	"25-29"	48360
	"South Dakota"	"46"	"2006"	"2006"	"30-34 years"	"30-34"	44553
	"South Dakota"	"46"	"2006"	"2006"	"35-39 years"	"35-39"	46224
	"South Dakota"	"46"	"2006"	"2006"	"40-44 years"	"40-44"	54147
	"South Dakota"	"46"	"2006"	"2006"	"45-49 years"	"45-49"	58850
	"South Dakota"	"46"	"2006"	"2006"	"50-54 years"	"50-54"	55979
	"South Dakota"	"46"	"2006"	"2006"	"55-59 years"	"55-59"	47605
	"South Dakota"	"46"	"2006"	"2006"	"60-64 years "	"60-64"	34962
	"South Dakota"	"46"	"2006"	"2006"	"65-69 years"	"65-69"	27917
	"South Dakota"	"46"	"2006"	"2006"	"70-74 years"	"70-74"	24503
	"South Dakota"	"46"	"2006"	"2006"	"75-79 years"	"75-79"	22507
	"South Dakota"	"46"	"2006"	"2006"	"80-84 years"	"80-84"	17810
	"South Dakota"	"46"	"2006"	"2006"	"85+ years"	"85+"	17856
"Total"	"South Dakota"	"46"	"2006"	"2006"			783033
	"South Dakota"	"46"	"2007"	"2007"	"< 1 year"	"1"	11842
	"South Dakota"	"46"	"2007"	"2007"	"1-4 years"	"1-4"	44666
	"South Dakota"	"46"	"2007"	"2007"	"5-9 years"	"5-9"	52823
	"South Dakota"	"46"	"2007"	"2007"	"10-14 years"	"10-14"	54311
	"South Dakota"	"46"	"2007"	"2007"	"15-19 years"	"15-19"	59384
	"South Dakota"	"46"	"2007"	"2007"	"20-24 years"	"20-24"	58265
	"South Dakota"	"46"	"2007"	"2007"	"25-29 years"	"25-29"	51241
	"South Dakota"	"46"	"2007"	"2007"	"30-34 years"	"30-34"	45683
	"South Dakota"	"46"	"2007"	"2007"	"35-39 years"	"35-39"	46267
	"South Dakota"	"46"	"2007"	"2007"	"40-44 years"	"40-44"	51703
	"South Dakota"	"46"	"2007"	"2007"	"45-49 years"	"45-49"	59052
	"South Dakota"	"46"	"2007"	"2007"	"50-54 years"	"50-54"	57247
	"South Dakota"	"46"	"2007"	"2007"	"55-59 years"	"55-59"	49557
	"South Dakota"	"46"	"2007"	"2007"	"60-64 years "	"60-64"	37533
	"South Dakota"	"46"	"2007"	"2007"	"65-69 years"	"65-69"	28801
	"South Dakota"	"46"	"2007"	"2007"	"70-74 years"	"70-74"	24638
	"South Dakota"	"46"	"2007"	"2007"	"75-79 years"	"75-79"	22431
	"South Dakota"	"46"	"2007"	"2007"	"80-84 years"	"80-84"	17945
	"South Dakota"	"46"	"2007"	"2007"	"85+ years"	"85+"	18234
"Total"	"South Dakota"	"46"	"2007"	"2007"			791623
	"South Dakota"	"46"	"2008"	"2008"	"< 1 year"	"1"	11750
	"South Dakota"	"46"	"2008"	"2008"	"1-4 years"	"1-4"	45995
	"South Dakota"	"46"	"2008"	"2008"	"5-9 years"	"5-9"	53643
	"South Dakota"	"46"	"2008"	"2008"	"10-14 years"	"10-14"	53906
	"South Dakota"	"46"	"2008"	"2008"	"15-19 years"	"15-19"	58793
	"South Dakota"	"46"	"2008"	"2008"	"20-24 years"	"20-24"	57993
	"South Dakota"	"46"	"2008"	"2008"	"25-29 years"	"25-29"	52928
	"South Dakota"	"46"	"2008"	"2008"	"30-34 years"	"30-34"	46577
	"South Dakota"	"46"	"2008"	"2008"	"35-39 years"	"35-39"	46126
	"South Dakota"	"46"	"2008"	"2008"	"40-44 years"	"40-44"	49405
	"South Dakota"	"46"	"2008"	"2008"	"45-49 years"	"45-49"	58902
	"South Dakota"	"46"	"2008"	"2008"	"50-54 years"	"50-54"	58380
	"South Dakota"	"46"	"2008"	"2008"	"55-59 years"	"55-59"	51239
	"South Dakota"	"46"	"2008"	"2008"	"60-64 years "	"60-64"	39612
	"South Dakota"	"46"	"2008"	"2008"	"65-69 years"	"65-69"	30156
	"South Dakota"	"46"	"2008"	"2008"	"70-74 years"	"70-74"	24886
	"South Dakota"	"46"	"2008"	"2008"	"75-79 years"	"75-79"	22147
	"South Dakota"	"46"	"2008"	"2008"	"80-84 years"	"80-84"	18175
	"South Dakota"	"46"	"2008"	"2008"	"85+ years"	"85+"	18511
"Total"	"South Dakota"	"46"	"2008"	"2008"			799124
	"South Dakota"	"46"	"2009"	"2009"	"< 1 year"	"1"	11807
	"South Dakota"	"46"	"2009"	"2009"	"1-4 years"	"1-4"	46908
	"South Dakota"	"46"	"2009"	"2009"	"5-9 years"	"5-9"	54617
	"South Dakota"	"46"	"2009"	"2009"	"10-14 years"	"10-14"	53671
	"South Dakota"	"46"	"2009"	"2009"	"15-19 years"	"15-19"	58222
	"South Dakota"	"46"	"2009"	"2009"	"20-24 years"	"20-24"	57770
	"South Dakota"	"46"	"2009"	"2009"	"25-29 years"	"25-29"	54865
	"South Dakota"	"46"	"2009"	"2009"	"30-34 years"	"30-34"	48333
	"South Dakota"	"46"	"2009"	"2009"	"35-39 years"	"35-39"	45809
	"South Dakota"	"46"	"2009"	"2009"	"40-44 years"	"40-44"	47958
	"South Dakota"	"46"	"2009"	"2009"	"45-49 years"	"45-49"	58448
	"South Dakota"	"46"	"2009"	"2009"	"50-54 years"	"50-54"	58704
	"South Dakota"	"46"	"2009"	"2009"	"55-59 years"	"55-59"	53037
	"South Dakota"	"46"	"2009"	"2009"	"60-64 years "	"60-64"	41575
	"South Dakota"	"46"	"2009"	"2009"	"65-69 years"	"65-69"	31300
	"South Dakota"	"46"	"2009"	"2009"	"70-74 years"	"70-74"	25346
	"South Dakota"	"46"	"2009"	"2009"	"75-79 years"	"75-79"	21769
	"South Dakota"	"46"	"2009"	"2009"	"80-84 years"	"80-84"	17997
	"South Dakota"	"46"	"2009"	"2009"	"85+ years"	"85+"	18931
"Total"	"South Dakota"	"46"	"2009"	"2009"			807067
	"South Dakota"	"46"	"2010"	"2010"	"< 1 year"	"1"	11776
	"South Dakota"	"46"	"2010"	"2010"	"1-4 years"	"1-4"	48019
	"South Dakota"	"46"	"2010"	"2010"	"5-9 years"	"5-9"	55826
	"South Dakota"	"46"	"2010"	"2010"	"10-14 years"	"10-14"	54019
	"South Dakota"	"46"	"2010"	"2010"	"15-19 years"	"15-19"	57806
	"South Dakota"	"46"	"2010"	"2010"	"20-24 years"	"20-24"	57571
	"South Dakota"	"46"	"2010"	"2010"	"25-29 years"	"25-29"	55685
	"South Dakota"	"46"	"2010"	"2010"	"30-34 years"	"30-34"	50338
	"South Dakota"	"46"	"2010"	"2010"	"35-39 years"	"35-39"	45713
	"South Dakota"	"46"	"2010"	"2010"	"40-44 years"	"40-44"	47285
	"South Dakota"	"46"	"2010"	"2010"	"45-49 years"	"45-49"	57047
	"South Dakota"	"46"	"2010"	"2010"	"50-54 years"	"50-54"	59436
	"South Dakota"	"46"	"2010"	"2010"	"55-59 years"	"55-59"	54643
	"South Dakota"	"46"	"2010"	"2010"	"60-64 years "	"60-64"	44222
	"South Dakota"	"46"	"2010"	"2010"	"65-69 years"	"65-69"	32128
	"South Dakota"	"46"	"2010"	"2010"	"70-74 years"	"70-74"	25675
	"South Dakota"	"46"	"2010"	"2010"	"75-79 years"	"75-79"	21665
	"South Dakota"	"46"	"2010"	"2010"	"80-84 years"	"80-84"	18012
	"South Dakota"	"46"	"2010"	"2010"	"85+ years"	"85+"	19327
"Total"	"South Dakota"	"46"	"2010"	"2010"			816193
	"South Dakota"	"46"	"2011"	"2011"	"< 1 year"	"1"	11843
	"South Dakota"	"46"	"2011"	"2011"	"1-4 years"	"1-4"	48091
	"South Dakota"	"46"	"2011"	"2011"	"5-9 years"	"5-9"	56944
	"South Dakota"	"46"	"2011"	"2011"	"10-14 years"	"10-14"	54133
	"South Dakota"	"46"	"2011"	"2011"	"15-19 years"	"15-19"	57794
	"South Dakota"	"46"	"2011"	"2011"	"20-24 years"	"20-24"	58288
	"South Dakota"	"46"	"2011"	"2011"	"25-29 years"	"25-29"	55912
	"South Dakota"	"46"	"2011"	"2011"	"30-34 years"	"30-34"	52209
	"South Dakota"	"46"	"2011"	"2011"	"35-39 years"	"35-39"	45583
	"South Dakota"	"46"	"2011"	"2011"	"40-44 years"	"40-44"	47453
	"South Dakota"	"46"	"2011"	"2011"	"45-49 years"	"45-49"	54496
	"South Dakota"	"46"	"2011"	"2011"	"50-54 years"	"50-54"	59794
	"South Dakota"	"46"	"2011"	"2011"	"55-59 years"	"55-59"	56009
	"South Dakota"	"46"	"2011"	"2011"	"60-64 years "	"60-64"	47477
	"South Dakota"	"46"	"2011"	"2011"	"65-69 years"	"65-69"	32909
	"South Dakota"	"46"	"2011"	"2011"	"70-74 years"	"70-74"	25646
	"South Dakota"	"46"	"2011"	"2011"	"75-79 years"	"75-79"	21583
	"South Dakota"	"46"	"2011"	"2011"	"80-84 years"	"80-84"	17949
	"South Dakota"	"46"	"2011"	"2011"	"85+ years"	"85+"	19627
"Total"	"South Dakota"	"46"	"2011"	"2011"			823740
	"South Dakota"	"46"	"2012"	"2012"	"< 1 year"	"1"	11977
	"South Dakota"	"46"	"2012"	"2012"	"1-4 years"	"1-4"	47829
	"South Dakota"	"46"	"2012"	"2012"	"5-9 years"	"5-9"	58621
	"South Dakota"	"46"	"2012"	"2012"	"10-14 years"	"10-14"	54330
	"South Dakota"	"46"	"2012"	"2012"	"15-19 years"	"15-19"	57262
	"South Dakota"	"46"	"2012"	"2012"	"20-24 years"	"20-24"	59850
	"South Dakota"	"46"	"2012"	"2012"	"25-29 years"	"25-29"	56248
	"South Dakota"	"46"	"2012"	"2012"	"30-34 years"	"30-34"	53957
	"South Dakota"	"46"	"2012"	"2012"	"35-39 years"	"35-39"	46354
	"South Dakota"	"46"	"2012"	"2012"	"40-44 years"	"40-44"	47733
	"South Dakota"	"46"	"2012"	"2012"	"45-49 years"	"45-49"	52516
	"South Dakota"	"46"	"2012"	"2012"	"50-54 years"	"50-54"	59806
	"South Dakota"	"46"	"2012"	"2012"	"55-59 years"	"55-59"	57337
	"South Dakota"	"46"	"2012"	"2012"	"60-64 years "	"60-64"	49137
	"South Dakota"	"46"	"2012"	"2012"	"65-69 years"	"65-69"	35707
	"South Dakota"	"46"	"2012"	"2012"	"70-74 years"	"70-74"	26129
	"South Dakota"	"46"	"2012"	"2012"	"75-79 years"	"75-79"	21447
	"South Dakota"	"46"	"2012"	"2012"	"80-84 years"	"80-84"	17795
	"South Dakota"	"46"	"2012"	"2012"	"85+ years"	"85+"	19824
"Total"	"South Dakota"	"46"	"2012"	"2012"			833859
	"South Dakota"	"46"	"2013"	"2013"	"< 1 year"	"1"	12105
	"South Dakota"	"46"	"2013"	"2013"	"1-4 years"	"1-4"	47969
	"South Dakota"	"46"	"2013"	"2013"	"5-9 years"	"5-9"	60027
	"South Dakota"	"46"	"2013"	"2013"	"10-14 years"	"10-14"	55080
	"South Dakota"	"46"	"2013"	"2013"	"15-19 years"	"15-19"	56594
	"South Dakota"	"46"	"2013"	"2013"	"20-24 years"	"20-24"	60799
	"South Dakota"	"46"	"2013"	"2013"	"25-29 years"	"25-29"	56250
	"South Dakota"	"46"	"2013"	"2013"	"30-34 years"	"30-34"	55571
	"South Dakota"	"46"	"2013"	"2013"	"35-39 years"	"35-39"	47563
	"South Dakota"	"46"	"2013"	"2013"	"40-44 years"	"40-44"	47290
	"South Dakota"	"46"	"2013"	"2013"	"45-49 years"	"45-49"	50248
	"South Dakota"	"46"	"2013"	"2013"	"50-54 years"	"50-54"	59533
	"South Dakota"	"46"	"2013"	"2013"	"55-59 years"	"55-59"	58202
	"South Dakota"	"46"	"2013"	"2013"	"60-64 years "	"60-64"	51139
	"South Dakota"	"46"	"2013"	"2013"	"65-69 years"	"65-69"	37734
	"South Dakota"	"46"	"2013"	"2013"	"70-74 years"	"70-74"	27483
	"South Dakota"	"46"	"2013"	"2013"	"75-79 years"	"75-79"	21442
	"South Dakota"	"46"	"2013"	"2013"	"80-84 years"	"80-84"	17696
	"South Dakota"	"46"	"2013"	"2013"	"85+ years"	"85+"	20026
"Total"	"South Dakota"	"46"	"2013"	"2013"			842751
	"South Dakota"	"46"	"2014"	"2014"	"< 1 year"	"1"	12523
	"South Dakota"	"46"	"2014"	"2014"	"1-4 years"	"1-4"	48137
	"South Dakota"	"46"	"2014"	"2014"	"5-9 years"	"5-9"	60241
	"South Dakota"	"46"	"2014"	"2014"	"10-14 years"	"10-14"	55971
	"South Dakota"	"46"	"2014"	"2014"	"15-19 years"	"15-19"	56622
	"South Dakota"	"46"	"2014"	"2014"	"20-24 years"	"20-24"	60875
	"South Dakota"	"46"	"2014"	"2014"	"25-29 years"	"25-29"	56326
	"South Dakota"	"46"	"2014"	"2014"	"30-34 years"	"30-34"	56322
	"South Dakota"	"46"	"2014"	"2014"	"35-39 years"	"35-39"	48940
	"South Dakota"	"46"	"2014"	"2014"	"40-44 years"	"40-44"	46683
	"South Dakota"	"46"	"2014"	"2014"	"45-49 years"	"45-49"	48436
	"South Dakota"	"46"	"2014"	"2014"	"50-54 years"	"50-54"	58781
	"South Dakota"	"46"	"2014"	"2014"	"55-59 years"	"55-59"	58483
	"South Dakota"	"46"	"2014"	"2014"	"60-64 years "	"60-64"	52964
	"South Dakota"	"46"	"2014"	"2014"	"65-69 years"	"65-69"	40323
	"South Dakota"	"46"	"2014"	"2014"	"70-74 years"	"70-74"	28501
	"South Dakota"	"46"	"2014"	"2014"	"75-79 years"	"75-79"	21660
	"South Dakota"	"46"	"2014"	"2014"	"80-84 years"	"80-84"	17366
	"South Dakota"	"46"	"2014"	"2014"	"85+ years"	"85+"	20516
"Total"	"South Dakota"	"46"	"2014"	"2014"			849670
	"South Dakota"	"46"	"2015"	"2015"	"< 1 year"	"1"	12346
	"South Dakota"	"46"	"2015"	"2015"	"1-4 years"	"1-4"	48666
	"South Dakota"	"46"	"2015"	"2015"	"5-9 years"	"5-9"	60531
	"South Dakota"	"46"	"2015"	"2015"	"10-14 years"	"10-14"	56666
	"South Dakota"	"46"	"2015"	"2015"	"15-19 years"	"15-19"	56374
	"South Dakota"	"46"	"2015"	"2015"	"20-24 years"	"20-24"	60758
	"South Dakota"	"46"	"2015"	"2015"	"25-29 years"	"25-29"	56102
	"South Dakota"	"46"	"2015"	"2015"	"30-34 years"	"30-34"	56354
	"South Dakota"	"46"	"2015"	"2015"	"35-39 years"	"35-39"	50868
	"South Dakota"	"46"	"2015"	"2015"	"40-44 years"	"40-44"	45977
	"South Dakota"	"46"	"2015"	"2015"	"45-49 years"	"45-49"	47539
	"South Dakota"	"46"	"2015"	"2015"	"50-54 years"	"50-54"	56592
	"South Dakota"	"46"	"2015"	"2015"	"55-59 years"	"55-59"	59110
	"South Dakota"	"46"	"2015"	"2015"	"60-64 years "	"60-64"	54418
	"South Dakota"	"46"	"2015"	"2015"	"65-69 years"	"65-69"	43443
	"South Dakota"	"46"	"2015"	"2015"	"70-74 years"	"70-74"	29252
	"South Dakota"	"46"	"2015"	"2015"	"75-79 years"	"75-79"	21721
	"South Dakota"	"46"	"2015"	"2015"	"80-84 years"	"80-84"	17206
	"South Dakota"	"46"	"2015"	"2015"	"85+ years"	"85+"	20740
"Total"	"South Dakota"	"46"	"2015"	"2015"			854663
	"South Dakota"	"46"	"2016"	"2016"	"< 1 year"	"1"	12344
	"South Dakota"	"46"	"2016"	"2016"	"1-4 years"	"1-4"	49155
	"South Dakota"	"46"	"2016"	"2016"	"5-9 years"	"5-9"	60725
	"South Dakota"	"46"	"2016"	"2016"	"10-14 years"	"10-14"	57985
	"South Dakota"	"46"	"2016"	"2016"	"15-19 years"	"15-19"	56816
	"South Dakota"	"46"	"2016"	"2016"	"20-24 years"	"20-24"	60886
	"South Dakota"	"46"	"2016"	"2016"	"25-29 years"	"25-29"	56695
	"South Dakota"	"46"	"2016"	"2016"	"30-34 years"	"30-34"	56799
	"South Dakota"	"46"	"2016"	"2016"	"35-39 years"	"35-39"	52945
	"South Dakota"	"46"	"2016"	"2016"	"40-44 years"	"40-44"	45702
	"South Dakota"	"46"	"2016"	"2016"	"45-49 years"	"45-49"	47574
	"South Dakota"	"46"	"2016"	"2016"	"50-54 years"	"50-54"	54218
	"South Dakota"	"46"	"2016"	"2016"	"55-59 years"	"55-59"	59463
	"South Dakota"	"46"	"2016"	"2016"	"60-64 years "	"60-64"	55743
	"South Dakota"	"46"	"2016"	"2016"	"65-69 years"	"65-69"	46856
	"South Dakota"	"46"	"2016"	"2016"	"70-74 years"	"70-74"	30022
	"South Dakota"	"46"	"2016"	"2016"	"75-79 years"	"75-79"	21685
	"South Dakota"	"46"	"2016"	"2016"	"80-84 years"	"80-84"	17197
	"South Dakota"	"46"	"2016"	"2016"	"85+ years"	"85+"	20883
"Total"	"South Dakota"	"46"	"2016"	"2016"			863693
	"South Dakota"	"46"	"2017"	"2017"	"< 1 year"	"1"	12416
	"South Dakota"	"46"	"2017"	"2017"	"1-4 years"	"1-4"	49564
	"South Dakota"	"46"	"2017"	"2017"	"5-9 years"	"5-9"	60919
	"South Dakota"	"46"	"2017"	"2017"	"10-14 years"	"10-14"	59514
	"South Dakota"	"46"	"2017"	"2017"	"15-19 years"	"15-19"	57283
	"South Dakota"	"46"	"2017"	"2017"	"20-24 years"	"20-24"	60448
	"South Dakota"	"46"	"2017"	"2017"	"25-29 years"	"25-29"	58118
	"South Dakota"	"46"	"2017"	"2017"	"30-34 years"	"30-34"	57244
	"South Dakota"	"46"	"2017"	"2017"	"35-39 years"	"35-39"	54851
	"South Dakota"	"46"	"2017"	"2017"	"40-44 years"	"40-44"	46491
	"South Dakota"	"46"	"2017"	"2017"	"45-49 years"	"45-49"	47518
	"South Dakota"	"46"	"2017"	"2017"	"50-54 years"	"50-54"	52022
	"South Dakota"	"46"	"2017"	"2017"	"55-59 years"	"55-59"	59475
	"South Dakota"	"46"	"2017"	"2017"	"60-64 years "	"60-64"	56800
	"South Dakota"	"46"	"2017"	"2017"	"65-69 years"	"65-69"	48201
	"South Dakota"	"46"	"2017"	"2017"	"70-74 years"	"70-74"	32721
	"South Dakota"	"46"	"2017"	"2017"	"75-79 years"	"75-79"	22189
	"South Dakota"	"46"	"2017"	"2017"	"80-84 years"	"80-84"	17036
	"South Dakota"	"46"	"2017"	"2017"	"85+ years"	"85+"	20922
"Total"	"South Dakota"	"46"	"2017"	"2017"			873732
	"South Dakota"	"46"	"2018"	"2018"	"< 1 year"	"1"	12212
	"South Dakota"	"46"	"2018"	"2018"	"1-4 years"	"1-4"	49617
	"South Dakota"	"46"	"2018"	"2018"	"5-9 years"	"5-9"	60701
	"South Dakota"	"46"	"2018"	"2018"	"10-14 years"	"10-14"	60602
	"South Dakota"	"46"	"2018"	"2018"	"15-19 years"	"15-19"	57404
	"South Dakota"	"46"	"2018"	"2018"	"20-24 years"	"20-24"	59716
	"South Dakota"	"46"	"2018"	"2018"	"25-29 years"	"25-29"	58213
	"South Dakota"	"46"	"2018"	"2018"	"30-34 years"	"30-34"	57164
	"South Dakota"	"46"	"2018"	"2018"	"35-39 years"	"35-39"	55945
	"South Dakota"	"46"	"2018"	"2018"	"40-44 years"	"40-44"	47630
	"South Dakota"	"46"	"2018"	"2018"	"45-49 years"	"45-49"	47049
	"South Dakota"	"46"	"2018"	"2018"	"50-54 years"	"50-54"	49829
	"South Dakota"	"46"	"2018"	"2018"	"55-59 years"	"55-59"	59191
	"South Dakota"	"46"	"2018"	"2018"	"60-64 years "	"60-64"	58042
	"South Dakota"	"46"	"2018"	"2018"	"65-69 years"	"65-69"	50128
	"South Dakota"	"46"	"2018"	"2018"	"70-74 years"	"70-74"	34632
	"South Dakota"	"46"	"2018"	"2018"	"75-79 years"	"75-79"	23469
	"South Dakota"	"46"	"2018"	"2018"	"80-84 years"	"80-84"	16914
	"South Dakota"	"46"	"2018"	"2018"	"85+ years"	"85+"	20928
"Total"	"South Dakota"	"46"	"2018"	"2018"			879386
	"South Dakota"	"46"	"2019"	"2019"	"< 1 year"	"1"	11850
	"South Dakota"	"46"	"2019"	"2019"	"1-4 years"	"1-4"	49382
	"South Dakota"	"46"	"2019"	"2019"	"5-9 years"	"5-9"	61136
	"South Dakota"	"46"	"2019"	"2019"	"10-14 years"	"10-14"	60979
	"South Dakota"	"46"	"2019"	"2019"	"15-19 years"	"15-19"	58206
	"South Dakota"	"46"	"2019"	"2019"	"20-24 years"	"20-24"	59550
	"South Dakota"	"46"	"2019"	"2019"	"25-29 years"	"25-29"	58415
	"South Dakota"	"46"	"2019"	"2019"	"30-34 years"	"30-34"	57339
	"South Dakota"	"46"	"2019"	"2019"	"35-39 years"	"35-39"	57059
	"South Dakota"	"46"	"2019"	"2019"	"40-44 years"	"40-44"	49085
	"South Dakota"	"46"	"2019"	"2019"	"45-49 years"	"45-49"	46660
	"South Dakota"	"46"	"2019"	"2019"	"50-54 years"	"50-54"	48216
	"South Dakota"	"46"	"2019"	"2019"	"55-59 years"	"55-59"	58707
	"South Dakota"	"46"	"2019"	"2019"	"60-64 years "	"60-64"	58749
	"South Dakota"	"46"	"2019"	"2019"	"65-69 years"	"65-69"	52243
	"South Dakota"	"46"	"2019"	"2019"	"70-74 years"	"70-74"	37142
	"South Dakota"	"46"	"2019"	"2019"	"75-79 years"	"75-79"	24399
	"South Dakota"	"46"	"2019"	"2019"	"80-84 years"	"80-84"	17108
	"South Dakota"	"46"	"2019"	"2019"	"85+ years"	"85+"	20902
"Total"	"South Dakota"	"46"	"2019"	"2019"			887127
	"South Dakota"	"46"	"2020"	"2020"	"< 1 year"	"1"	11810
	"South Dakota"	"46"	"2020"	"2020"	"1-4 years"	"1-4"	48654
	"South Dakota"	"46"	"2020"	"2020"	"5-9 years"	"5-9"	61387
	"South Dakota"	"46"	"2020"	"2020"	"10-14 years"	"10-14"	61285
	"South Dakota"	"46"	"2020"	"2020"	"15-19 years"	"15-19"	58826
	"South Dakota"	"46"	"2020"	"2020"	"20-24 years"	"20-24"	59560
	"South Dakota"	"46"	"2020"	"2020"	"25-29 years"	"25-29"	57884
	"South Dakota"	"46"	"2020"	"2020"	"30-34 years"	"30-34"	57225
	"South Dakota"	"46"	"2020"	"2020"	"35-39 years"	"35-39"	57060
	"South Dakota"	"46"	"2020"	"2020"	"40-44 years"	"40-44"	51248
	"South Dakota"	"46"	"2020"	"2020"	"45-49 years"	"45-49"	46133
	"South Dakota"	"46"	"2020"	"2020"	"50-54 years"	"50-54"	47567
	"South Dakota"	"46"	"2020"	"2020"	"55-59 years"	"55-59"	57078
	"South Dakota"	"46"	"2020"	"2020"	"60-64 years "	"60-64"	59823
	"South Dakota"	"46"	"2020"	"2020"	"65-69 years"	"65-69"	54035
	"South Dakota"	"46"	"2020"	"2020"	"70-74 years"	"70-74"	40006
	"South Dakota"	"46"	"2020"	"2020"	"75-79 years"	"75-79"	25136
	"South Dakota"	"46"	"2020"	"2020"	"80-84 years"	"80-84"	17144
	"South Dakota"	"46"	"2020"	"2020"	"85+ years"	"85+"	20856
"Total"	"South Dakota"	"46"	"2020"	"2020"			892717
"Total"	"South Dakota"	"46"					17932244
	"Tennessee"	"47"	"1999"	"1999"	"< 1 year"	"1"	74673
	"Tennessee"	"47"	"1999"	"1999"	"1-4 years"	"1-4"	296171
	"Tennessee"	"47"	"1999"	"1999"	"5-9 years"	"5-9"	394276
	"Tennessee"	"47"	"1999"	"1999"	"10-14 years"	"10-14"	388130
	"Tennessee"	"47"	"1999"	"1999"	"15-19 years"	"15-19"	395646
	"Tennessee"	"47"	"1999"	"1999"	"20-24 years"	"20-24"	381011
	"Tennessee"	"47"	"1999"	"1999"	"25-29 years"	"25-29"	408164
	"Tennessee"	"47"	"1999"	"1999"	"30-34 years"	"30-34"	412169
	"Tennessee"	"47"	"1999"	"1999"	"35-39 years"	"35-39"	453698
	"Tennessee"	"47"	"1999"	"1999"	"40-44 years"	"40-44"	445882
	"Tennessee"	"47"	"1999"	"1999"	"45-49 years"	"45-49"	405455
	"Tennessee"	"47"	"1999"	"1999"	"50-54 years"	"50-54"	361477
	"Tennessee"	"47"	"1999"	"1999"	"55-59 years"	"55-59"	286681
	"Tennessee"	"47"	"1999"	"1999"	"60-64 years "	"60-64"	236999
	"Tennessee"	"47"	"1999"	"1999"	"65-69 years"	"65-69"	203089
	"Tennessee"	"47"	"1999"	"1999"	"70-74 years"	"70-74"	177624
	"Tennessee"	"47"	"1999"	"1999"	"75-79 years"	"75-79"	143728
	"Tennessee"	"47"	"1999"	"1999"	"80-84 years"	"80-84"	93466
	"Tennessee"	"47"	"1999"	"1999"	"85+ years"	"85+"	80367
"Total"	"Tennessee"	"47"	"1999"	"1999"			5638706
	"Tennessee"	"47"	"2000"	"2000"	"< 1 year"	"1"	75874
	"Tennessee"	"47"	"2000"	"2000"	"1-4 years"	"1-4"	298793
	"Tennessee"	"47"	"2000"	"2000"	"5-9 years"	"5-9"	394011
	"Tennessee"	"47"	"2000"	"2000"	"10-14 years"	"10-14"	397123
	"Tennessee"	"47"	"2000"	"2000"	"15-19 years"	"15-19"	396794
	"Tennessee"	"47"	"2000"	"2000"	"20-24 years"	"20-24"	389664
	"Tennessee"	"47"	"2000"	"2000"	"25-29 years"	"25-29"	400884
	"Tennessee"	"47"	"2000"	"2000"	"30-34 years"	"30-34"	411888
	"Tennessee"	"47"	"2000"	"2000"	"35-39 years"	"35-39"	451901
	"Tennessee"	"47"	"2000"	"2000"	"40-44 years"	"40-44"	450631
	"Tennessee"	"47"	"2000"	"2000"	"45-49 years"	"45-49"	415522
	"Tennessee"	"47"	"2000"	"2000"	"50-54 years"	"50-54"	378483
	"Tennessee"	"47"	"2000"	"2000"	"55-59 years"	"55-59"	296125
